,user_id,test_group,total_spend,total_wins_spend
38786,298908250,C,10.956522420146218,10.956522420146218
38805,240620124,C,33.28855869921779,33.28855869921779
38806,243938944,C,137.25692891264043,137.25692891264043
38812,243533394,P,321.1891988946963,321.1891988946963
38818,251203064,P,0.9488033459840448,0.9488033459840448
38821,250500923,P,30.82,30.82
38823,245978343,C,2.99,2.99
38829,248676743,C,12.168828795907181,12.168828795907181
38837,244659212,C,12.806682045509568,12.806682045509568
38843,294985451,C,2.99,2.99
38847,244022253,P,15.950000000000001,15.950000000000001
38854,250880052,C,82.75999999999999,82.75999999999999
38855,240235584,C,101.93999999999998,101.93999999999998
38859,295028790,C,0.99,0.99
38863,241425502,P,1.99,1.99
38866,293820601,C,4.99,4.99
38867,243215724,C,3.623495764509132,3.623495764509132
38870,241822864,P,5.4028301006399895,5.4028301006399895
38887,294485200,C,956.4911156677726,920.8966836928493
38891,247042332,C,1.187346904701245,1.187346904701245
38904,292154020,C,193.09833694091668,193.09833694091668
38910,241942972,C,8.788865326004984,8.788865326004984
38914,293739680,C,92.961910825789,92.961910825789
38921,298705701,C,9.52968637313615,9.52968637313615
38929,166739981,C,12.98,12.98
38956,241181013,C,0.99,0.99
38960,242754192,C,2.98,2.98
38978,288816801,C,2.99,2.99
38985,243946553,P,25.900000000000006,25.900000000000006
38986,249431652,P,0.99,0.99
39004,248827654,C,18.635552226900423,18.635552226900423
39005,292345720,C,9.99,9.99
39010,246895252,C,14.227076116473382,14.227076116473382
39021,241932574,C,42.617895479601096,42.617895479601096
39040,244994814,C,18.507903709214794,18.507903709214794
39044,240645523,P,51.35412555860339,51.35412555860339
39059,248766533,C,30.9,30.9
39065,300449931,P,1.98,1.98
39079,246461113,P,74.55784660682588,74.55784660682588
39087,290025851,P,165.64000000000001,165.64000000000001
39093,293656821,C,0.99,0.99
39096,243646433,C,3.9699999999999998,3.9699999999999998
39097,247273112,P,36.395049948530286,36.395049948530286
39117,289928001,C,106.94919444342284,106.94919444342284
39124,294800581,C,5.77816618229903,5.77816618229903
39126,248217993,C,4.99,4.99
39140,248772573,C,4.99,4.99
39143,292969721,C,26.880000000000003,26.880000000000003
39158,294728061,P,4.95,4.95
39159,242720633,C,1.9985036329582373,1.9985036329582373
39164,289647181,C,0.99,0.99
39175,240261904,C,12.950000000000001,12.950000000000001
39178,250944042,C,2.99,2.99
39193,292885880,C,15.056913779168475,15.056913779168475
39212,240210362,C,20.85267517185984,20.85267517185984
39219,296468930,C,9.993268433210034,9.993268433210034
39222,247173874,C,34.86,34.86
39230,288503511,C,2.99,2.99
39241,244238032,P,31.89,31.89
39242,113148893,P,30.9,30.9
39256,291820190,C,11.97,11.97
39258,289123591,C,9.950000000000001,9.950000000000001
39259,245311953,C,21.91,21.91
39263,247719313,P,3.659707727164224,3.659707727164224
39268,240511192,C,51.98420471341773,51.98420471341773
39272,289674891,C,20.32898701150385,20.32898701150385
39275,240553944,C,1.8872799049187503,1.8872799049187503
39281,291294940,P,1.98,1.98
39290,288245081,P,23.919999999999998,23.919999999999998
39293,292394331,C,12.325570034923102,12.325570034923102
39295,293312911,C,426.9144566818655,426.9144566818655
39296,294718231,P,79.89999999999999,79.89999999999999
39303,290029630,C,21.47997494941966,21.47997494941966
39320,297335140,P,32.97,32.97
39332,246469233,C,210.9357613722284,210.9357613722284
39333,293534150,C,99.71589449961976,99.71589449961976
39343,288927380,C,96.6,96.6
39344,295185941,P,2.2663006247778767,2.2663006247778767
39351,293081640,C,14.098149415867828,14.098149415867828
39357,241237083,C,1.99,1.99
39362,243477442,P,77.7173050741447,77.7173050741447
39368,241960942,C,707.3812098029658,684.9905901191936
39369,248556532,C,37.86,37.86
39389,287758791,P,81.89999999999999,81.89999999999999
39400,248323864,P,1684.04,722.1497211215561
39419,289242460,C,9.97,9.97
39436,246663813,C,280.3319086804682,280.3319086804682
39453,250667082,C,9.99,9.99
39456,244525603,C,490.8900000000001,490.8900000000001
39458,249621593,C,10.10226698292958,10.10226698292958
39465,296603040,C,39.98,39.98
39468,247197692,P,3.1021136706054957,3.1021136706054957
39472,242548634,P,24.899999999999995,24.899999999999995
39484,290045270,C,21.08498555554229,21.08498555554229
39490,106029253,C,9.91,9.91
39493,291731740,C,3.0596530005576965,3.0596530005576965
39503,244482622,C,18.889999999999997,18.889999999999997
39508,292535221,P,4.967240591193051,4.967240591193051
39518,241850514,C,104.50999999999999,104.50999999999999
39521,243866574,C,3.796215023399161,3.796215023399161
39522,241680343,C,59.81,59.81
39529,294007191,C,0.8789016881225855,0.8789016881225855
39538,243205663,C,3443.37,2229.6970087070154
39542,243615393,P,10.148760497171883,10.148760497171883
39561,252038113,C,46.92,46.92
39573,246219533,C,4.99,4.99
39577,247471283,P,1.132339619533888,1.132339619533888
39580,247395333,C,23.89,23.89
39592,295113121,C,456.58,456.58
39596,241399852,P,15.96,15.96
39601,251986053,C,4.7019901929733745,4.7019901929733745
39614,293900461,P,1.0852126118881527,1.0852126118881527
39615,285907561,C,20.93,20.93
39621,292777891,C,9.800925061887483,9.800925061887483
39624,299956330,C,2.98,2.98
39630,294159010,P,1.99,1.99
39632,243687453,C,40.76,40.76
39639,242339322,C,39.84,39.84
39645,291664350,P,5.533367513842538,5.533367513842538
39649,240565094,P,3.170680530622712,3.170680530622712
39654,296126190,C,166.48465268728103,166.48465268728103
39659,245822603,C,5.716416786507037,5.716416786507037
39662,242893182,C,14.96,14.96
39682,251567734,C,29.97,29.97
39686,289316021,C,2.99,2.99
39687,250759994,C,59.61671767317392,59.61671767317392
39693,294046001,P,92.76,92.76
39700,243449294,C,9.940000000000001,9.940000000000001
39702,294063901,C,0.99,0.99
39706,244010343,C,12.503599494831207,12.503599494831207
39709,242464012,P,25.033883479179714,25.033883479179714
39722,289147370,C,16.201589905937364,16.201589905937364
39724,288753440,P,49.949999999999996,49.949999999999996
39725,248815432,C,41.252050628296715,41.252050628296715
39732,293859661,P,9.99,9.99
39734,242821333,P,64.81,64.81
39741,241253204,P,83.64973475108671,83.64973475108671
39745,288494590,C,2.99,2.99
39770,249594553,C,119.69301706261164,119.69301706261164
39783,291245211,C,73.99275360701584,73.99275360701584
39789,288257071,C,9.950000000000001,9.950000000000001
39815,289257280,P,10.96,10.96
39819,240806333,P,31.283439343368137,31.283439343368137
39824,292196870,C,255.82000000000002,255.82000000000002
39825,297193560,C,1.99,1.99
39846,247945084,C,2.98,2.98
39863,244727994,C,148.19400909393968,148.19400909393968
39864,290753350,C,34.84,34.84
39868,295574091,P,8.96,8.96
39874,241454564,C,317.0826236947693,302.05180631634806
39881,244318124,C,22.959999999999997,22.959999999999997
39890,241096553,C,1.99,1.99
39896,293836421,C,4.970000000000001,4.970000000000001
39908,249956522,P,7.970000000000001,7.970000000000001
39930,250943083,P,2.98,2.98
39934,116830282,P,3.96,3.96
39935,250236112,C,122.91,122.91
39944,288377220,C,7.217910731278166,7.217910731278166
39953,242262313,P,64.76,64.76
39963,245625063,C,817.84,485.8233211834419
39965,251174302,C,0.99,0.99
39966,251362853,C,6.127563807477878,6.127563807477878
39967,244757293,P,9.96,9.96
39974,243527804,C,120.65999999999998,120.65999999999998
39979,251389504,C,2.100021263391154,2.100021263391154
39981,248321214,P,9.95,9.95
39995,295734071,C,10.96,10.96
39998,296402831,C,1.99,1.99
40020,242794463,P,250.87377971277306,250.87377971277306
40041,243066633,C,36.59578236595465,36.59578236595465
40049,244447192,C,14.97,14.97
40050,241505932,C,80.21033801599046,80.21033801599046
40061,249273254,P,125.25340600832668,125.25340600832668
40062,245322322,P,0.9907664651086778,0.9907664651086778
40101,291546280,C,76.58,76.58
40102,240931524,C,147.92999999999998,147.92999999999998
40126,249058892,P,9.99,9.99
40127,292713791,P,30.85,30.85
40135,291393720,C,4.98,4.98
40143,243069633,C,127.68666576525247,127.68666576525247
40156,247300584,P,17.16949705157748,17.16949705157748
40169,244115573,C,298.93139521838276,298.93139521838276
40172,247685503,P,10.73595044390761,10.73595044390761
40174,251173662,C,1.99,1.99
40175,252545884,P,0.99,0.99
40176,289531970,C,50.910000000000004,50.910000000000004
40181,245640663,C,7.94,7.94
40183,241073064,P,5.98,5.98
40185,289797751,C,8.92,8.92
40186,291884191,C,208.01999999999998,208.01999999999998
40189,294959931,P,2.99,2.99
40193,291536690,C,135.61718845227944,135.61718845227944
40198,295130521,C,104.00383946697015,104.00383946697015
40199,252328183,P,2.99,2.99
40204,291394021,C,14.91,14.91
40210,298426431,C,32.96,32.96
40212,182533530,C,2.662218752607868,2.662218752607868
40217,246395502,P,32.93000000000001,32.93000000000001
40222,293449810,C,0.99,0.99
40226,241247233,C,5.96,5.96
40248,291739480,P,20.89,20.89
40255,290573051,P,29.485043853945868,29.485043853945868
40267,289228341,C,12.581698160588077,12.581698160588077
40269,244691974,C,53.690000000000005,53.690000000000005
40286,293437960,C,4.99,4.99
40291,296310771,P,5.121494367895722,5.121494367895722
40305,241889133,C,1.068336312271103,1.068336312271103
40336,288813311,C,70.68,70.68
40339,288448001,C,7.958400468674396,7.958400468674396
40351,240748343,C,14.920000000000002,14.920000000000002
40360,293732640,P,1.1830642559242839,1.1830642559242839
40370,251325192,P,2.98,2.98
40384,248197194,C,5.476544775937355,5.476544775937355
40389,247678363,C,214.35999999999999,214.35999999999999
40391,296337390,P,125.82805862554429,125.82805862554429
40411,246948513,P,15.43334077677581,15.43334077677581
40414,245919343,P,0.99,0.99
40417,251986294,P,12.381950647754676,12.381950647754676
40444,296418711,P,4.420979459542212,4.420979459542212
40453,289546601,C,1.9234294966979837,1.9234294966979837
40475,242897893,C,351.84922772371095,351.84922772371095
40494,243755764,C,93.17153016235618,93.17153016235618
40499,136255074,P,2.1330992707658236,2.1330992707658236
40519,253364834,C,5.121494367895722,5.121494367895722
40535,297341481,C,8.97,8.97
40545,291040811,C,70.92999999999999,70.92999999999999
40549,244803432,C,1.99,1.99
40573,249045823,P,89.85,89.85
40576,247855923,C,280.13,280.13
40579,297573771,C,29.97,29.97
40593,301045280,C,1.98,1.98
40595,243400203,C,39.900000000000006,39.900000000000006
40609,247499574,P,0.99,0.99
40619,242252494,C,1.98,1.98
40628,252045414,P,11.98,11.98
40632,252855634,P,146.68999999999997,142.88
40636,247785803,C,2.0660900041321804,2.0660900041321804
40644,243299513,P,4.683057326310303,4.683057326310303
40655,245052853,P,6.96,6.96
40667,290913271,C,70.50408461979835,70.50408461979835
40670,246257554,P,43.66279718006322,43.66279718006322
40682,251017874,P,28.96,28.96
40694,296512521,P,3.594584434110444,3.594584434110444
40695,246822954,C,19.94,19.94
40699,289139841,C,31.9,31.9
40701,292531401,P,18.495554464877504,18.495554464877504
40717,246753653,C,300.40272039393363,300.40272039393363
40734,243176624,C,49.66895147916414,49.66895147916414
40747,292245570,P,80.9585891035451,80.9585891035451
40760,249948023,C,36.72297970787538,36.72297970787538
40762,247210304,P,0.99,0.99
40793,243983113,C,196.68759936337062,196.68759936337062
40805,248531792,C,82.80363833495971,82.80363833495971
40807,244525794,C,12.950000000000001,12.950000000000001
40810,242110964,C,3.99,3.99
40833,247875812,P,15.930000000000001,15.930000000000001
40847,242827452,C,65.38975432534572,65.38975432534572
40865,241016163,P,10.48233175423376,10.48233175423376
40869,298149700,C,13.181908241057773,13.181908241057773
40887,240434574,C,8.639536970643835,8.639536970643835
40897,293564901,C,4.99,4.99
40901,295804421,C,19.99,19.99
40933,296897390,C,139.20784729221762,139.20784729221762
40935,296060090,C,1.99,1.99
40945,251811644,C,1.99,1.99
40947,298853821,C,27.95,27.95
40961,242335683,C,47.984453391305195,47.984453391305195
40975,247428204,C,9.96,9.96
40977,296712420,C,19.195860157596275,19.195860157596275
40980,294310240,P,1.98,1.98
40981,184709421,P,5.389493792301455,5.389493792301455
41010,247749802,C,40.81167096125104,40.81167096125104
41013,290208950,P,20.87,20.87
41014,294158740,C,10.93,10.93
41023,250871124,P,12.97,12.97
41027,249808283,C,17.79745225629704,17.79745225629704
41039,244560194,C,2.99,2.99
41050,248792802,C,37.78,37.78
41055,248321303,C,3.1916516406106377,3.1916516406106377
41067,243775643,P,56.86,56.86
41068,240974583,P,801.2151906888953,801.2151906888953
41072,248245934,C,19.92,19.92
41083,245251313,P,15.96,15.96
41085,289966560,P,164.7476180088742,164.7476180088742
41091,240434444,C,3.98,3.98
41106,243885324,C,0.9448697429568639,0.9448697429568639
41119,292088781,C,17.950000000000003,17.950000000000003
41121,250515893,C,20.774358312635925,20.774358312635925
41122,248111524,P,18.87,18.87
41125,290329140,C,149.60950193079023,149.60950193079023
41138,240830633,P,110.68108731574492,110.68108731574492
41139,246002313,P,4.99,4.99
41141,295217181,C,24.879999999999995,24.879999999999995
41143,245658702,C,10.940000000000001,10.940000000000001
41147,240017032,C,17.352703887778908,17.352703887778908
41158,293591450,C,68.84841231524584,68.84841231524584
41162,250179644,C,87.75406881638051,87.75406881638051
41165,247340492,C,32.900000000000006,32.900000000000006
41177,245434434,C,11.962610397419304,11.962610397419304
41185,242418344,C,3.9699999999999998,3.9699999999999998
41186,293178520,C,4.419386749453789,4.419386749453789
41191,241916684,C,4.970000000000001,4.970000000000001
41216,239836222,P,25.545829722864188,25.545829722864188
41235,242006382,C,9.950000000000001,9.950000000000001
41236,246444533,C,16.87,16.87
41240,241028974,C,12.919734751086711,12.919734751086711
41247,298534390,C,26.988515519559627,26.988515519559627
41248,249327542,C,55.89000000000001,55.89000000000001
41272,288350141,C,1.99,1.99
41274,240473464,C,18.32155443322062,18.32155443322062
41286,242329614,C,9.646130993211674,9.646130993211674
41290,291053821,P,87.85999999999999,87.85999999999999
41294,294403521,C,19.99,19.99
41298,244421902,P,1.081741526033783,1.081741526033783
41312,291187470,P,6.95,6.95
41318,243281583,C,3.3459784153126706,3.3459784153126706
41322,247008882,C,6.873953925509715,6.873953925509715
41333,247786834,C,63.790000000000006,63.790000000000006
41344,246935602,C,4.97,4.97
41388,241103893,C,16.97,16.97
41402,244477993,C,121.82999999999998,121.82999999999998
41412,289517850,C,17.3622340272975,17.3622340272975
41425,246256673,C,1.99,1.99
41426,289329820,C,10.91,10.91
41438,252475584,C,3.271631510977185,3.271631510977185
41446,251626792,C,3.6303810685947755,3.6303810685947755
41457,242792664,C,9.083922760242281,9.083922760242281
41477,251353384,P,51.51817416582637,51.51817416582637
41523,249185344,P,8.175783406984241,8.175783406984241
41526,248083184,P,5.225302291657766,5.225302291657766
41527,242215973,P,1.99,1.99
41537,291988640,P,149.8841615595097,149.8841615595097
41554,299263121,C,0.99,0.99
41561,240569054,C,0.99,0.99
41570,247657002,C,2.9699999999999998,2.9699999999999998
41575,300034040,P,15.97,15.97
41580,240515334,C,1.2063521027528143,1.2063521027528143
41581,299508141,C,6.8094418318877015,6.8094418318877015
41582,289634400,C,0.99,0.99
41589,250840902,C,23.205708221758314,23.205708221758314
41591,300670571,C,12.976949868899935,12.976949868899935
41597,288464081,C,6.702317290552585,6.702317290552585
41601,247660444,C,15.020037161224652,15.020037161224652
41606,293406610,C,37.72900316132296,37.72900316132296
41641,240354963,C,255.72285864125533,255.72285864125533
41666,291552791,C,134.74999999999997,134.74999999999997
41673,244564964,C,13.940000000000001,13.940000000000001
41674,245818304,C,109.46,109.46
41679,288229820,C,4.97,4.97
41692,242797943,C,13.96,13.96
41694,245500414,P,15.940000000000001,15.940000000000001
41705,297976060,P,22.52722459355774,22.52722459355774
41719,294939741,C,85.69,85.69
41721,244421933,C,7.960000000000001,7.960000000000001
41722,240946493,P,9.97,9.97
41726,245371332,C,51.92,51.92
41729,249419843,C,3.2412166656588255,3.2412166656588255
41731,241433342,C,2.99,2.99
41735,294559051,C,112.86999999999999,112.86999999999999
41755,248618144,C,48.940000000000005,48.940000000000005
41763,240672022,C,15.950000000000001,15.950000000000001
41765,241572834,C,1.99,1.99
41769,138022963,C,3.6227028790602622,3.6227028790602622
41796,249089082,C,2.98,2.98
41799,300183731,C,100.94,100.94
41810,250778452,C,12.98,12.98
41813,242174973,P,55.91,55.91
41817,297857401,C,2.98,2.98
41821,249071083,P,6.960000000000001,6.960000000000001
41865,293700151,C,17.97,17.97
41872,241530273,C,40.849999999999994,40.849999999999994
41875,245787362,P,14.16979527287463,14.16979527287463
41882,245030233,C,2.99,2.99
41886,243588363,C,37.92,37.92
41897,241440393,C,90.69999999999999,90.69999999999999
41904,247801142,C,144.87000000000003,144.87000000000003
41906,246477824,C,2.99,2.99
41916,290531860,C,12.96,12.96
41918,295477391,P,4.98,4.98
41920,292290831,C,258.75999999999993,258.75999999999993
41936,293766860,P,7.328323475740983,7.328323475740983
41949,297526090,C,4.307544776811953,4.307544776811953
41952,245109743,P,51.87000000000001,51.87000000000001
41953,288472281,P,9.116184819352815,9.116184819352815
41956,245117764,P,11.91,11.91
41964,240574654,C,14.78288863424141,14.78288863424141
41969,240751744,C,2454.109999999999,1676.7960651840845
41974,123440193,C,3.3120890074868305,3.3120890074868305
41987,249423794,C,12.24452317586692,12.24452317586692
42004,292972801,C,0.99,0.99
42013,294001460,P,22.96,22.96
42029,291988530,C,36.131922448364456,36.131922448364456
42038,299412450,P,19.97,19.97
42042,251502833,C,1.99,1.99
42074,288441400,C,780.4875487131523,780.4875487131523
42083,297373340,C,6.716454267482662,6.716454267482662
42107,249597934,C,11.08903429676608,11.08903429676608
42114,239871762,C,106.89999999999999,106.89999999999999
42125,248736164,C,3.198474989920174,3.198474989920174
42128,246036304,P,15.930000000000001,15.930000000000001
42133,293502240,P,49.91047756063093,49.91047756063093
42138,240371982,C,57.84,57.84
42139,244254262,C,7.930000000000001,7.930000000000001
42146,246288974,C,0.99,0.99
42154,245033034,P,1.99,1.99
42184,288473900,C,2.2633239667803084,2.2633239667803084
42193,292638880,C,205.63045474681317,205.63045474681317
42195,246011314,C,3.9800000000000004,3.9800000000000004
42203,249097764,C,0.99,0.99
42207,240363063,P,37.8,37.8
42219,292936110,P,13.940000000000001,13.940000000000001
42239,297710721,C,236.08043326839044,236.08043326839044
42241,247594854,C,1.99,1.99
42251,245490103,C,5.066927950470584,5.066927950470584
42260,251514463,P,8.95,8.95
42262,288179200,C,11.40624255645873,11.40624255645873
42277,246743002,P,43.91,43.91
42279,289098391,C,0.99,0.99
42294,250749053,C,1.99,1.99
42304,295232660,C,34.82,34.82
42307,250461393,C,16.97,16.97
42318,295569071,C,2.9699999999999998,2.9699999999999998
42357,246217403,P,21.900000000000002,21.900000000000002
42361,250852232,C,0.99,0.99
42365,242325284,P,1.99,1.99
42366,242480142,C,48.74893364578293,48.74893364578293
42368,294570040,P,8.459637542463058,8.459637542463058
42376,292396890,P,42.910000000000004,42.910000000000004
42379,294266150,C,8.954140661695286,8.954140661695286
42383,290043840,C,8.427034896165345,8.427034896165345
42388,295743181,P,4.96,4.96
42394,247941922,C,19.98,19.98
42403,246091322,C,26.92,26.92
42405,245308963,P,2.99,2.99
42416,290421050,C,14.167826879380197,14.167826879380197
42429,240129072,P,4.98,4.98
42430,248877802,P,13.940000000000001,13.940000000000001
42435,288453580,C,1.1755067146368396,1.1755067146368396
42438,244163683,C,5.948671076151592,5.948671076151592
42458,289846831,P,19.99,19.99
42468,297461150,P,30.573664317400386,30.573664317400386
42472,295295171,P,13.635934841013034,13.635934841013034
42489,241285644,P,51.87,51.87
42499,293856691,P,618.5856035946719,603.2761451562816
42511,288108181,P,2.98,2.98
42531,292314661,C,70.89598713597434,70.89598713597434
42532,291036881,P,313.77,313.77
42578,292294921,C,291.69000000000005,291.69000000000005
42581,242309832,C,0.99,0.99
42584,244097902,C,27.86,27.86
42592,248003224,C,21.900000000000002,21.900000000000002
42599,294551951,C,69.8728496492934,69.8728496492934
42616,298740261,C,85.29318270420576,85.29318270420576
42619,248791303,C,1.1157344142650227,1.1157344142650227
42620,244446273,C,0.891448660471038,0.891448660471038
42622,77280322,P,78.13109057510266,78.13109057510266
42623,245727882,C,1.003328874093893,1.003328874093893
42626,292140780,C,0.9419824448726183,0.9419824448726183
42629,292595900,P,731.8,731.8
42646,248083764,P,1.0410617783846279,1.0410617783846279
42654,242095053,C,2.1490558009420133,2.1490558009420133
42676,292740480,C,175.10791101168246,175.10791101168246
42687,242966123,C,3.192286998572061,3.192286998572061
42698,244282474,C,2.9699999999999998,2.9699999999999998
42710,294361770,P,0.99,0.99
42721,246812882,C,348.01,348.01
42734,249169564,P,4.2219277083104,4.2219277083104
42736,292465690,C,3.043545374465989,3.043545374465989
42743,250528463,P,2.302210853279737,2.302210853279737
42747,242706182,C,3.329880083053764,3.329880083053764
42748,243515244,C,59.92999999999999,59.92999999999999
42772,289407600,P,3.11171112232282,3.11171112232282
42780,249252662,C,86.92876518494677,86.92876518494677
42788,250091134,C,7.960000000000001,7.960000000000001
42796,124066243,C,32.940000000000005,32.940000000000005
42797,296710800,C,4.99,4.99
42803,294287260,P,1.193605169877746,1.193605169877746
42807,244209242,C,2.99,2.99
42821,298281741,C,8.950000000000001,8.950000000000001
42826,252192244,C,6.7260135669653405,6.7260135669653405
42829,245246733,C,7.0308388786663425,7.0308388786663425
42850,250594804,C,320.76,279.86
42851,289050211,C,3.09154168669965,3.09154168669965
42855,291894340,C,73.3438101992906,73.3438101992906
42870,289209880,C,4.99,4.99
42873,245371274,P,12.97,12.97
42875,290483760,P,17.89,17.89
42880,244277434,C,3.96,3.96
42881,291597671,C,144.3,144.3
42888,241640092,C,6.98,6.98
42893,242023154,P,0.99,0.99
42898,289733031,C,4.98,4.98
42901,252808184,C,263.17813619752746,261.0325125916886
42904,289694951,C,2.031410298943973,2.031410298943973
42920,245976762,C,22.91,22.91
42938,240562054,P,1.851983754250349,1.851983754250349
42939,288754101,P,19.99,19.99
42942,299341511,C,5.61090397897439,5.61090397897439
42944,249705724,P,16.685642811096372,16.685642811096372
42946,294195581,C,58.25704077794701,58.25704077794701
42949,248110104,P,5.430247324182137,5.430247324182137
42985,298656280,C,8.703972092369671,8.703972092369671
43003,247731894,C,60.88000000000002,60.88000000000002
43021,239667722,C,21.782034362097562,21.782034362097562
43024,243927342,P,0.99,0.99
43030,244485292,C,62.85,62.85
43038,290243091,P,23.91,23.91
43047,244582732,C,30.23726720482344,30.23726720482344
43048,246662583,C,0.876003107789487,0.876003107789487
43056,291142921,P,1.99,1.99
43059,251744284,P,14.98,14.98
43072,250118243,P,410.849212196189,365.9773773645949
43074,242211083,C,19.45823730536075,19.45823730536075
43084,251021054,P,0.99,0.99
43085,240146402,P,52.79000000000001,52.79000000000001
43098,296869081,C,3.250763762238819,3.250763762238819
43100,242452564,C,659.8614567394739,526.8876181447685
43110,296934140,C,2.98,2.98
43124,289704031,P,4.98,4.98
43133,288636240,C,1.99,1.99
43143,240616392,P,93.69000000000001,93.69000000000001
43167,241186903,P,21.940000000000005,21.940000000000005
43168,292295030,P,1.1735948276475232,1.1735948276475232
43171,288257301,C,151.4307616713757,151.4307616713757
43175,290053191,C,8.96,8.96
43176,294117020,C,58.86,58.86
43179,250284533,C,23.900000000000002,23.900000000000002
43181,292285780,C,0.99,0.99
43188,245492344,C,15.920000000000002,15.920000000000002
43190,240926743,C,29.950000000000003,29.950000000000003
43192,244955313,C,127.9,127.9
43198,251583493,C,3.2288857704675724,3.2288857704675724
43208,248974152,C,7.96,7.96
43211,246274142,P,2.273407545717584,2.273407545717584
43228,244763834,C,9.98,9.98
43232,240597082,P,3.3460764463364354,3.3460764463364354
43251,288879391,C,2.3894075411900846,2.3894075411900846
43278,245520184,P,66.83,66.83
43300,240902053,C,22.8098196199437,22.8098196199437
43301,248608664,C,22.171330532085992,22.171330532085992
43302,295729390,C,0.99,0.99
43308,245085853,C,29.979999999999997,29.979999999999997
43334,289237530,P,11.805319972531752,11.805319972531752
43340,287718310,P,9.98,9.98
43341,240372642,C,114.04572785705932,114.04572785705932
43351,297527321,C,23.39229163756896,23.39229163756896
43352,245672794,C,98.83669046420297,98.83669046420297
43357,245116184,P,1.99,1.99
43364,292614930,C,4.99,4.99
43377,247344604,C,6.9399999999999995,6.9399999999999995
43399,240457083,C,6.090908181687334,6.090908181687334
43417,247197172,C,54.7,54.7
43438,295681120,C,5.002301672548718,5.002301672548718
43458,246946004,P,4.98,4.98
43463,244401843,P,3.01123131163984,3.01123131163984
43488,246423854,C,186.45000000000002,186.45000000000002
43489,248744032,C,1.0845709425165213,1.0845709425165213
43492,298132790,C,4.799216705333446,4.799216705333446
43501,239615362,C,97.19976909391718,97.19976909391718
43514,249407003,C,12.98,12.98
43549,289531670,C,149.10296718864586,149.10296718864586
43550,300956401,C,1.98,1.98
43566,290593101,C,107.45547362966205,107.45547362966205
43570,242969202,P,279.9473646855299,279.9473646855299
43571,239903322,C,11.933144401727265,11.933144401727265
43574,241003354,P,0.99,0.99
43580,290509900,C,5.960000000000001,5.960000000000001
43598,296641650,C,2.9699999999999998,2.9699999999999998
43605,288009431,C,50.980000000000004,50.980000000000004
43606,288639481,P,23.799734751086707,23.799734751086707
43607,246746413,C,5.98,5.98
43608,252069794,C,12.98,12.98
43613,288632580,P,17.492290813116945,17.492290813116945
43619,242860703,C,168.62,168.62
43620,244801712,C,20.9,20.9
43646,295678830,C,45.900000000000006,45.900000000000006
43653,249385712,C,4.99,4.99
43666,289088021,C,2.1757495092408576,2.1757495092408576
43667,248599594,P,17.183599298358175,17.183599298358175
43672,248648702,C,106.72,106.72
43678,241848073,C,1.98,1.98
43684,288004531,C,6.9399999999999995,6.9399999999999995
43691,291439441,C,11.522017100551816,11.522017100551816
43697,291780251,C,4.958901289082613,4.958901289082613
43707,246583743,C,196.23986494053392,196.23986494053392
43710,292315751,C,19.088449763664688,19.088449763664688
43716,296864460,P,2.98,2.98
43727,292884551,C,19.96,19.96
43731,246313092,C,2.303136652774731,2.303136652774731
43739,248146832,C,12.858130801972043,12.858130801972043
43740,242309332,C,4.5707858274962945,4.5707858274962945
43743,289798621,P,3.969734751086709,3.969734751086709
43754,294098100,C,4.2262607877176634,4.2262607877176634
43764,291021081,C,4.67881054788318,4.67881054788318
43775,242432363,P,8.940000000000001,8.940000000000001
43777,242763034,C,78.45274430808492,78.45274430808492
43778,293807351,P,55.80000000000001,55.80000000000001
43783,244734092,C,504.43,504.43
43785,241543544,C,14.91,14.91
43791,246361282,C,161.61,161.61
43796,289853200,P,58.86,58.86
43802,247459774,C,2.99,2.99
43805,244490562,P,19.919999999999998,19.919999999999998
43811,290642241,C,11.91973475108671,11.91973475108671
43812,288157300,C,72.59603711309872,72.59603711309872
43814,296268951,C,843.7986930093866,691.5778081081238
43827,250631274,C,13.996094179415582,13.996094179415582
43833,289090031,C,22.31828103329942,22.31828103329942
43839,245191243,C,8.96,8.96
43843,290985480,C,105.68,105.68
43851,246298522,C,79.60000000000001,79.60000000000001
43853,243081052,C,4.724952253812719,4.724952253812719
43855,293781260,C,24.929999999999996,24.929999999999996
43859,244013723,P,2.1655500978682745,2.1655500978682745
43866,241838502,P,14.62851768962328,14.62851768962328
43902,245924814,C,14.5438008226213,14.5438008226213
43904,288128411,P,4.8177895061765765,4.8177895061765765
43908,252696343,C,1.99,1.99
43911,241181024,C,5.396127656101896,5.396127656101896
43913,242707452,C,14.504264671106625,14.504264671106625
43924,244428433,P,10.96,10.96
43937,292793950,C,27.950000000000003,27.950000000000003
43940,253611793,C,32.82,32.82
43944,245962582,P,141.73,141.73
43948,240972834,C,9.562250879932263,9.562250879932263
43951,295322371,C,4.550542276534342,4.550542276534342
43964,293544781,P,1.0083776832777367,1.0083776832777367
43967,249013054,C,103.73000000000002,103.73000000000002
43985,289368921,P,24.930000000000003,24.930000000000003
44011,288717390,C,9.99,9.99
44022,244592954,C,4.06962816746797,4.06962816746797
44026,247255982,C,2.9699999999999998,2.9699999999999998
44039,242341734,C,2.1204762186815143,2.1204762186815143
44045,245258362,P,163.83999999999997,163.83999999999997
